Retailer,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Order Month
Sports Direct,Michigan,Men's Athletic Footwear,38.0,111,422,224,Online,2021,2021-04
West Gear,Oregon,Men's Apparel,68.0,111,755,408,Online,2021,2021-11
Foot Locker,Idaho,Women's Apparel,36.0,111,400,140,Online,2021,2021-01
Foot Locker,Arizona,Women's Apparel,55.0,111,611,226,Online,2021,2021-11
Kohl's,Arizona,Women's Street Footwear,41.0,111,455,209,Online,2021,2021-02
Kohl's,New Mexico,Men's Athletic Footwear,58.0,111,644,328,Online,2021,2021-05
Kohl's,New Mexico,Men's Apparel,54.0,111,599,240,Online,2021,2021-09
Amazon,Ohio,Men's Athletic Footwear,28.0,111,311,152,Online,2021,2021-04
Sports Direct,Mississippi,Women's Street Footwear,28.0,111,311,168,Online,2021,2021-11
Walmart,Arkansas,Women's Apparel,44.0,111,488,269,Online,2021,2021-05
Kohl's,Kansas,Men's Athletic Footwear,51.0,111,566,255,Online,2021,2021-08
Foot Locker,Connecticut,Men's Street Footwear,60.0,111,666,333,Online,2021,2021-11
Foot Locker,Rhode Island,Men's Street Footwear,34.0,111,377,189,Online,2021,2021-03
Foot Locker,Rhode Island,Men's Street Footwear,32.0,111,355,174,Online,2021,2021-04
Foot Locker,Rhode Island,Men's Street Footwear,45.0,111,500,225,Online,2021,2021-09
West Gear,Utah,Men's Athletic Footwear,20.0,111,222,82,Outlet,2021,2021-04
West Gear,Utah,Women's Athletic Footwear,7.0,111,78,36,Outlet,2021,2021-09
Foot Locker,Louisiana,Men's Apparel,28.0,111,311,87,Outlet,2021,2021-01
Foot Locker,Arizona,Women's Apparel,49.0,111,544,163,Outlet,2021,2021-04
Foot Locker,Arizona,Women's Street Footwear,31.0,111,344,127,Outlet,2021,2021-10
Sports Direct,Georgia,Men's Athletic Footwear,40.0,111,444,186,Outlet,2021,2021-04
Walmart,Arkansas,Men's Apparel,23.0,111,255,94,Outlet,2021,2021-02
Walmart,Arkansas,Men's Apparel,32.0,111,355,139,Outlet,2021,2021-05
Walmart,Arkansas,Men's Apparel,18.0,111,200,78,Outlet,2021,2021-09
West Gear,Oklahoma,Women's Apparel,22.0,111,244,105,Outlet,2021,2021-04
West Gear,Oklahoma,Women's Athletic Footwear,32.0,111,355,149,Outlet,2021,2021-08
Sports Direct,Connecticut,Women's Street Footwear,29.0,111,322,109,Outlet,2021,2021-07
Foot Locker,Rhode Island,Men's Athletic Footwear,31.0,111,344,131,Outlet,2021,2021-08
Sports Direct,Rhode Island,Women's Apparel,51.0,111,566,243,Outlet,2021,2021-12
Amazon,Vermont,Men's Athletic Footwear,42.0,111,466,238,Outlet,2021,2021-09
Amazon,Vermont,Men's Athletic Footwear,39.0,111,433,186,Outlet,2021,2021-01
West Gear,Nevada,Women's Street Footwear,54.0,109,589,265,Online,2020,2020-02
West Gear,Maine,Men's Athletic Footwear,41.0,109,447,147,Online,2021,2021-01
Foot Locker,Alaska,Men's Street Footwear,33.0,109,360,137,Online,2021,2021-01
Foot Locker,Alaska,Men's Athletic Footwear,43.0,109,469,155,Online,2021,2021-01
Walmart,Florida,Women's Apparel,72.0,109,785,471,Online,2021,2021-04
Sports Direct,Michigan,Women's Athletic Footwear,28.0,109,305,150,Online,2021,2021-02
Sports Direct,Michigan,Women's Athletic Footwear,32.0,109,349,160,Online,2021,2021-04
Foot Locker,Idaho,Women's Athletic Footwear,32.0,109,349,188,Online,2021,2021-02
Foot Locker,Mississippi,Men's Athletic Footwear,23.0,109,251,125,Online,2021,2021-04
West Gear,Arkansas,Women's Athletic Footwear,51.0,109,556,278,Online,2021,2021-11
West Gear,Arkansas,Men's Athletic Footwear,25.0,109,273,123,Online,2021,2021-01
Kohl's,Delaware,Women's Street Footwear,50.0,109,545,294,Online,2021,2021-12
Amazon,New Hampshire,Women's Street Footwear,54.0,109,589,241,Online,2021,2021-07
Sports Direct,Tennessee,Men's Apparel,28.0,109,305,134,Outlet,2021,2021-05
Foot Locker,Virginia,Women's Street Footwear,37.0,109,403,149,Outlet,2021,2021-05
Foot Locker,Virginia,Women's Apparel,40.0,109,436,140,Outlet,2021,2021-10
West Gear,Utah,Women's Street Footwear,19.0,109,207,79,Outlet,2021,2021-05
West Gear,Utah,Men's Apparel,23.0,109,251,98,Outlet,2021,2021-08
West Gear,Utah,Men's Street Footwear,24.0,109,262,97,Outlet,2021,2021-01
West Gear,Oregon,Men's Athletic Footwear,36.0,109,392,157,Outlet,2021,2021-05
West Gear,Oregon,Women's Street Footwear,37.0,109,403,149,Outlet,2021,2021-10
West Gear,Louisiana,Women's Apparel,29.0,109,316,117,Outlet,2021,2021-03
Kohl's,Arizona,Men's Apparel,42.0,109,458,156,Outlet,2021,2021-12
Kohl's,New Mexico,Men's Athletic Footwear,43.0,109,469,216,Outlet,2021,2021-04
Kohl's,New Mexico,Women's Athletic Footwear,43.0,109,469,192,Outlet,2021,2021-05
Sports Direct,Georgia,Women's Apparel,46.0,109,501,155,Outlet,2021,2021-10
Walmart,Mississippi,Women's Athletic Footwear,20.0,109,218,98,Outlet,2021,2021-10
Amazon,Vermont,Women's Street Footwear,33.0,109,360,133,Outlet,2021,2021-07
Amazon,New Hampshire,Women's Street Footwear,43.0,109,469,169,Outlet,2021,2021-06
West Gear,Nevada,Women's Apparel,78.0,108,842,286,Online,2020,2020-02
West Gear,Nevada,Women's Athletic Footwear,56.0,108,605,248,Online,2020,2020-03
West Gear,Washington,Men's Athletic Footwear,60.0,108,648,246,Online,2020,2020-06
West Gear,Washington,Women's Apparel,76.0,108,821,271,Online,2020,2020-07
Kohl's,Montana,Women's Apparel,59.0,108,637,242,Online,2021,2021-01
Kohl's,Montana,Women's Apparel,58.0,108,626,244,Online,2021,2021-02
Sports Direct,Tennessee,Women's Athletic Footwear,33.0,108,356,214,Online,2021,2021-03
Sports Direct,Florida,Women's Apparel,47.0,108,508,294,Online,2021,2021-02
Foot Locker,Missouri,Women's Apparel,48.0,108,518,327,Online,2021,2021-11
West Gear,Utah,Women's Athletic Footwear,19.0,108,205,105,Online,2021,2021-06
West Gear,Utah,Men's Apparel,34.0,108,367,165,Online,2021,2021-06
West Gear,Utah,Men's Athletic Footwear,20.0,108,216,99,Online,2021,2021-11
West Gear,Utah,Women's Apparel,39.0,108,421,181,Online,2021,2021-01
West Gear,Oregon,Men's Apparel,86.0,108,929,492,Online,2021,2021-06
West Gear,Louisiana,Women's Apparel,50.0,108,540,254,Online,2021,2021-10
Sports Direct,Georgia,Men's Athletic Footwear,52.0,108,562,292,Online,2021,2021-05
Foot Locker,Mississippi,Men's Apparel,39.0,108,421,194,Online,2021,2021-02
Walmart,Mississippi,Men's Apparel,29.0,108,313,150,Online,2021,2021-09
West Gear,Indiana,Men's Athletic Footwear,49.0,108,529,291,Online,2021,2021-12
Sports Direct,New Jersey,Men's Street Footwear,59.0,108,637,306,Online,2021,2021-11
Sports Direct,Connecticut,Men's Athletic Footwear,48.0,108,518,285,Online,2021,2021-08
Foot Locker,New Hampshire,Women's Street Footwear,62.0,108,670,281,Online,2021,2021-12
Sports Direct,Texas,Men's Apparel,26.0,107,278,100,Outlet,2021,2021-09
West Gear,Nevada,Men's Apparel,48.0,107,514,277,Outlet,2020,2020-03
Walmart,Florida,Women's Athletic Footwear,39.0,107,417,142,Outlet,2021,2021-05
Foot Locker,Virginia,Women's Apparel,30.0,107,321,116,Outlet,2021,2021-02
West Gear,Utah,Women's Street Footwear,10.0,107,107,44,Outlet,2021,2021-04
West Gear,Utah,Women's Street Footwear,14.0,107,150,63,Outlet,2021,2021-11
West Gear,Louisiana,Men's Athletic Footwear,36.0,107,385,177,Outlet,2021,2021-04
Foot Locker,Arizona,Women's Apparel,37.0,107,396,107,Outlet,2021,2021-03
Foot Locker,Arizona,Women's Apparel,47.0,107,503,146,Outlet,2021,2021-10
Walmart,Arkansas,Men's Athletic Footwear,14.0,107,150,55,Outlet,2021,2021-03
West Gear,Oklahoma,Women's Street Footwear,27.0,107,289,124,Outlet,2021,2021-06
West Gear,Oklahoma,Women's Athletic Footwear,36.0,107,385,177,Outlet,2021,2021-07
Sports Direct,Connecticut,Women's Street Footwear,36.0,107,385,135,Outlet,2021,2021-08
Amazon,Massachusetts,Men's Athletic Footwear,36.0,107,385,189,Outlet,2021,2021-01
Amazon,Vermont,Women's Apparel,35.0,107,375,176,Outlet,2021,2021-02
Amazon,New Hampshire,Women's Athletic Footwear,39.0,107,417,146,Outlet,2021,2021-07
Kohl's,California,Men's Apparel,46.0,106,488,332,Online,2021,2021-03
West Gear,Nevada,Women's Street Footwear,55.0,106,583,268,Online,2020,2020-03
West Gear,Colorado,Women's Apparel,65.0,106,689,214,Online,2020,2020-05
Foot Locker,Minnesota,Men's Street Footwear,44.0,106,466,229,Online,2020,2020-11
Kohl's,Montana,Men's Athletic Footwear,41.0,106,435,191,Online,2021,2021-01
Kohl's,Montana,Women's Athletic Footwear,38.0,106,403,213,Online,2021,2021-01
Kohl's,Montana,Women's Athletic Footwear,41.0,106,435,235,Online,2021,2021-02
Kohl's,Montana,Men's Apparel,52.0,106,551,386,Online,2021,2021-02
Sports Direct,Tennessee,Men's Apparel,41.0,106,435,213,Online,2021,2021-04
Amazon,Alaska,Men's Athletic Footwear,56.0,106,594,267,Online,2021,2021-08
West Gear,New York,Women's Athletic Footwear,39.0,106,413,169,Online,2021,2021-03
Kohl's,Wyoming,Men's Apparel,47.0,106,498,209,Online,2021,2021-04
Foot Locker,Virginia,Men's Apparel,64.0,106,678,346,Online,2021,2021-08
Sports Direct,Idaho,Men's Apparel,54.0,106,572,286,Online,2021,2021-11
Foot Locker,Idaho,Men's Athletic Footwear,37.0,106,392,200,Online,2021,2021-01
Foot Locker,Idaho,Women's Street Footwear,37.0,106,392,192,Online,2021,2021-01
Kohl's,Arizona,Men's Athletic Footwear,44.0,106,466,257,Online,2021,2021-02
Kohl's,New Mexico,Women's Athletic Footwear,54.0,106,572,258,Online,2021,2021-06
Amazon,Ohio,Women's Street Footwear,19.0,106,201,107,Online,2021,2021-04
Amazon,Ohio,Women's Street Footwear,27.0,106,286,152,Online,2021,2021-10
Foot Locker,Kentucky,Men's Athletic Footwear,27.0,106,286,137,Online,2021,2021-02
Walmart,Arkansas,Men's Athletic Footwear,32.0,106,339,166,Online,2021,2021-06
Walmart,Arkansas,Men's Athletic Footwear,19.0,106,201,91,Online,2021,2021-10
Foot Locker,West Virginia,Men's Street Footwear,33.0,106,350,175,Online,2021,2021-01
Amazon,Vermont,Men's Athletic Footwear,53.0,106,562,331,Online,2021,2021-08
Amazon,Vermont,Women's Apparel,68.0,106,721,375,Online,2021,2021-12
Amazon,New Hampshire,Women's Apparel,64.0,106,678,319,Online,2021,2021-08
Foot Locker,Illinois,Women's Apparel,51.0,105,536,337,Online,2021,2021-07
West Gear,Nevada,Women's Athletic Footwear,54.0,105,567,238,Online,2020,2020-02
West Gear,Colorado,Men's Athletic Footwear,60.0,105,630,290,Online,2020,2020-04
West Gear,Colorado,Women's Apparel,65.0,105,683,205,Online,2020,2020-05
West Gear,Colorado,Men's Apparel,68.0,105,714,493,Online,2020,2020-05
West Gear,Washington,Women's Apparel,62.0,105,651,221,Online,2020,2020-06
West Gear,Washington,Men's Apparel,82.0,105,861,336,Online,2020,2020-06
Kohl's,Montana,Women's Athletic Footwear,44.0,105,462,240,Online,2021,2021-02
Foot Locker,Nebraska,Men's Street Footwear,38.0,105,399,211,Online,2021,2021-06
Sports Direct,Alabama,Women's Athletic Footwear,33.0,105,347,236,Online,2021,2021-08
Walmart,Hawaii,Women's Street Footwear,64.0,105,672,262,Online,2021,2021-09
Walmart,Hawaii,Women's Apparel,56.0,105,588,312,Online,2021,2021-09
Foot Locker,Wyoming,Men's Athletic Footwear,36.0,105,378,174,Online,2021,2021-01
Foot Locker,Wyoming,Men's Athletic Footwear,36.0,105,378,170,Online,2021,2021-02
Foot Locker,Missouri,Women's Apparel,28.0,105,294,179,Online,2021,2021-04
Foot Locker,Missouri,Women's Apparel,45.0,105,473,284,Online,2021,2021-05
West Gear,Utah,Men's Apparel,29.0,105,305,140,Online,2021,2021-08
West Gear,Utah,Men's Athletic Footwear,39.0,105,410,201,Online,2021,2021-01
West Gear,Utah,Women's Street Footwear,39.0,105,410,197,Online,2021,2021-01
West Gear,Oregon,Men's Athletic Footwear,50.0,105,525,242,Online,2021,2021-05
West Gear,Oregon,Women's Apparel,58.0,105,609,262,Online,2021,2021-10
West Gear,Louisiana,Women's Apparel,44.0,105,462,222,Online,2021,2021-02
West Gear,Louisiana,Women's Street Footwear,52.0,105,546,278,Online,2021,2021-04
West Gear,Louisiana,Women's Apparel,55.0,105,578,289,Online,2021,2021-04
West Gear,Louisiana,Women's Athletic Footwear,36.0,105,378,189,Online,2021,2021-10
Foot Locker,Idaho,Women's Athletic Footwear,33.0,105,347,201,Online,2021,2021-03
Foot Locker,Idaho,Women's Street Footwear,38.0,105,399,188,Online,2021,2021-02
Foot Locker,Arizona,Men's Apparel,54.0,105,567,249,Online,2021,2021-09
Foot Locker,Arizona,Women's Street Footwear,44.0,105,462,213,Online,2021,2021-11
Kohl's,New Mexico,Women's Street Footwear,48.0,105,504,237,Online,2021,2021-10
Kohl's,New Mexico,Women's Apparel,68.0,105,714,264,Online,2021,2021-10
Sports Direct,Georgia,Women's Apparel,63.0,105,662,265,Online,2021,2021-04
Sports Direct,Georgia,Women's Street Footwear,42.0,105,441,207,Online,2021,2021-10
Walmart,Mississippi,Women's Athletic Footwear,23.0,105,242,121,Online,2021,2021-10
Sports Direct,Mississippi,Men's Athletic Footwear,24.0,105,252,113,Online,2021,2021-02
Kohl's,Oklahoma,Women's Apparel,72.0,105,756,378,Online,2021,2021-11
West Gear,Indiana,Women's Street Footwear,49.0,105,515,237,Online,2021,2021-12
West Gear,West Virginia,Women's Apparel,24.0,105,252,136,Online,2021,2021-02
Foot Locker,Delaware,Women's Street Footwear,42.0,105,441,221,Online,2021,2021-08
Kohl's,New Jersey,Men's Athletic Footwear,44.0,105,462,213,Online,2021,2021-06
Kohl's,New Jersey,Women's Apparel,52.0,105,546,289,Online,2021,2021-08
Sports Direct,New Jersey,Men's Athletic Footwear,49.0,105,515,247,Online,2021,2021-12
Sports Direct,Connecticut,Women's Apparel,55.0,105,578,289,Online,2021,2021-08
Sports Direct,Massachusetts,Men's Athletic Footwear,49.0,105,515,221,Online,2021,2021-07
Amazon,Massachusetts,Men's Athletic Footwear,53.0,105,557,223,Online,2021,2021-12
Amazon,Vermont,Women's Street Footwear,48.0,105,504,232,Online,2021,2021-08
Amazon,New Hampshire,Women's Street Footwear,52.0,105,546,246,Online,2021,2021-08
Foot Locker,New Hampshire,Men's Apparel,74.0,105,777,334,Online,2021,2021-12
Foot Locker,Pennsylvania,Women's Apparel,52.0,105,546,191,Outlet,2021,2021-11
West Gear,Nevada,Women's Athletic Footwear,47.0,105,494,227,Outlet,2020,2020-01
West Gear,Nevada,Men's Apparel,47.0,105,494,321,Outlet,2020,2020-02
Sports Direct,Tennessee,Men's Apparel,20.0,105,210,80,Outlet,2021,2021-04
Sports Direct,Alabama,Women's Athletic Footwear,44.0,105,462,305,Outlet,2021,2021-09
Sports Direct,Alabama,Men's Apparel,22.0,105,231,113,Outlet,2021,2021-09
Walmart,Florida,Men's Athletic Footwear,51.0,105,536,145,Outlet,2021,2021-04
Foot Locker,Virginia,Men's Athletic Footwear,40.0,105,420,172,Outlet,2021,2021-05
Foot Locker,Virginia,Men's Apparel,42.0,105,441,207,Outlet,2021,2021-10
West Gear,Utah,Men's Athletic Footwear,22.0,105,231,92,Outlet,2021,2021-03
West Gear,Utah,Women's Street Footwear,7.0,105,74,31,Outlet,2021,2021-09
West Gear,Utah,Women's Street Footwear,31.0,105,326,127,Outlet,2021,2021-01
Foot Locker,Arizona,Women's Athletic Footwear,38.0,105,399,160,Outlet,2021,2021-06
Walmart,Mississippi,Men's Apparel,25.0,105,263,110,Outlet,2021,2021-10
West Gear,Arkansas,Men's Apparel,56.0,105,588,241,Outlet,2021,2021-11
West Gear,Oklahoma,Men's Apparel,41.0,105,431,164,Outlet,2021,2021-06
West Gear,Oklahoma,Men's Apparel,40.0,105,420,155,Outlet,2021,2021-08
Kohl's,Oklahoma,Men's Athletic Footwear,16.0,105,168,64,Outlet,2021,2021-01
Foot Locker,Connecticut,Men's Athletic Footwear,37.0,105,389,179,Outlet,2021,2021-11
Foot Locker,Rhode Island,Men's Athletic Footwear,35.0,105,368,143,Outlet,2021,2021-06
Sports Direct,Rhode Island,Men's Street Footwear,40.0,105,420,176,Outlet,2021,2021-11
Sports Direct,Massachusetts,Men's Athletic Footwear,36.0,105,378,140,Outlet,2021,2021-07
Amazon,Massachusetts,Women's Athletic Footwear,43.0,105,452,126,Outlet,2021,2021-12
Amazon,Vermont,Men's Apparel,44.0,105,462,189,Outlet,2021,2021-06
Amazon,New Hampshire,Women's Street Footwear,32.0,105,336,114,Outlet,2021,2021-03
Foot Locker,New Hampshire,Women's Apparel,41.0,105,431,138,Outlet,2021,2021-01
Foot Locker,Pennsylvania,Men's Street Footwear,55.0,104,572,355,Online,2021,2021-12
West Gear,Nevada,Women's Street Footwear,52.0,104,541,287,Online,2020,2020-01
West Gear,Nevada,Men's Athletic Footwear,60.0,104,624,268,Online,2020,2020-01
Sports Direct,Alabama,Women's Apparel,34.0,104,354,265,Online,2021,2021-08
Amazon,Alaska,Women's Apparel,67.0,104,697,293,Online,2021,2021-08
Walmart,Hawaii,Women's Athletic Footwear,60.0,104,624,243,Online,2021,2021-11
Walmart,Florida,Women's Apparel,65.0,104,676,392,Online,2021,2021-10
Foot Locker,Virginia,Men's Apparel,81.0,104,842,430,Online,2021,2021-06
West Gear,Utah,Women's Apparel,32.0,104,333,206,Online,2021,2021-10
Sports Direct,Idaho,Men's Apparel,50.0,104,520,239,Online,2021,2021-09
Kohl's,New Mexico,Women's Apparel,41.0,104,426,162,Online,2021,2021-02
Sports Direct,New Mexico,Women's Street Footwear,37.0,104,385,192,Online,2021,2021-02
Walmart,Arkansas,Women's Street Footwear,38.0,104,395,213,Online,2021,2021-06
Walmart,Arkansas,Women's Athletic Footwear,39.0,104,406,203,Online,2021,2021-08
West Gear,Arkansas,Women's Apparel,29.0,104,302,160,Online,2021,2021-10
Foot Locker,South Dakota,Men's Street Footwear,54.0,104,562,258,Online,2021,2021-10
Sports Direct,South Dakota,Men's Street Footwear,53.0,104,551,270,Online,2021,2021-11
West Gear,Wisconsin,Men's Street Footwear,41.0,104,426,183,Online,2021,2021-11
Foot Locker,Delaware,Women's Apparel,54.0,104,562,309,Online,2021,2021-05
Amazon,Vermont,Women's Apparel,61.0,104,634,324,Online,2021,2021-08
Foot Locker,New Hampshire,Women's Street Footwear,63.0,104,655,295,Online,2021,2021-11
Foot Locker,Mississippi,Men's Apparel,25.0,104,260,96,Outlet,2021,2021-03
Walmart,Arkansas,Women's Athletic Footwear,12.0,104,125,52,Outlet,2021,2021-09
Sports Direct,Massachusetts,Women's Apparel,43.0,104,447,152,Outlet,2021,2021-05
Amazon,Massachusetts,Women's Apparel,34.0,104,354,152,Outlet,2021,2021-01
Amazon,Vermont,Women's Street Footwear,35.0,104,364,142,Outlet,2021,2021-06
Amazon,Vermont,Men's Apparel,48.0,104,499,210,Outlet,2021,2021-12
Amazon,New Hampshire,Women's Athletic Footwear,37.0,104,385,131,Outlet,2021,2021-06
Amazon,New Hampshire,Women's Apparel,53.0,104,551,204,Outlet,2021,2021-09
Foot Locker,Connecticut,Women's Street Footwear,36.0,103,371,137,Outlet,2021,2021-11
West Gear,Nevada,Men's Athletic Footwear,62.0,102,632,240,Online,2020,2020-01
West Gear,Colorado,Women's Street Footwear,51.0,102,520,260,Online,2020,2020-05
Amazon,Alaska,Women's Apparel,52.0,102,530,233,Online,2021,2021-02
Amazon,Alaska,Women's Street Footwear,53.0,102,541,195,Online,2021,2021-07
Amazon,Alaska,Women's Street Footwear,54.0,102,551,198,Online,2021,2021-08
Foot Locker,Hawaii,Women's Apparel,44.0,102,449,247,Online,2021,2021-02
Foot Locker,Virginia,Men's Street Footwear,38.0,102,388,174,Online,2021,2021-10
Foot Locker,Virginia,Women's Apparel,59.0,102,602,265,Online,2021,2021-10
Foot Locker,Missouri,Women's Apparel,34.0,102,347,225,Online,2021,2021-03
Foot Locker,Missouri,Men's Apparel,38.0,102,388,174,Online,2021,2021-06
West Gear,Utah,Men's Athletic Footwear,28.0,102,286,143,Online,2021,2021-03
West Gear,Oregon,Men's Street Footwear,38.0,102,388,182,Online,2021,2021-10
Foot Locker,Arizona,Women's Street Footwear,50.0,102,510,255,Online,2021,2021-04
Sports Direct,Georgia,Women's Apparel,64.0,102,653,255,Online,2021,2021-10
Sports Direct,Georgia,Men's Apparel,60.0,102,612,288,Online,2021,2021-11
Amazon,Ohio,Women's Athletic Footwear,24.0,102,245,122,Online,2021,2021-04
Walmart,Arkansas,Women's Apparel,24.0,102,245,125,Online,2021,2021-03
Kohl's,Oklahoma,Women's Apparel,23.0,102,235,117,Online,2021,2021-01
Kohl's,Kansas,Women's Street Footwear,42.0,102,428,197,Online,2021,2021-07
Kohl's,Kansas,Women's Street Footwear,47.0,102,479,240,Online,2021,2021-08
West Gear,Wisconsin,Women's Apparel,52.0,102,530,271,Online,2021,2021-08
West Gear,Wisconsin,Men's Athletic Footwear,49.0,102,500,235,Online,2021,2021-12
